Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.032, 0.032, 0.000, 0.000, 0.086, 0.029, 0.299, 0.030] | Action Distribution: FORWARD: 0.1623 | TURN_LEFT: 0.1697 | TURN_RIGHT: 0.1673 | FORWARD_LEFT: 0.1651 | FORWARD_RIGHT: 0.1678 | BACKWARD: 0.1677 | Selected: BACKWARD (prob: 0.1677)
Episode 2 | Step 2 | State: [0.032, 0.032, 0.000, 0.000, 0.162, 0.036, 0.289, 0.030] | Action Distribution: FORWARD: 0.1609 | TURN_LEFT: 0.1682 | TURN_RIGHT: 0.1664 | FORWARD_LEFT: 0.1672 | FORWARD_RIGHT: 0.1679 | BACKWARD: 0.1694 | Selected: BACKWARD (prob: 0.1694)
Episode 2 | Step 3 | State: [0.032, 0.032, 0.000, 0.000, 0.102, 0.029, 0.296, 0.030] | Action Distribution: FORWARD: 0.1621 | TURN_LEFT: 0.1693 | TURN_RIGHT: 0.1670 | FORWARD_LEFT: 0.1656 | FORWARD_RIGHT: 0.1679 | BACKWARD: 0.1681 | Selected: BACKWARD (prob: 0.1681)
Episode 2 | Step 4 | State: [0.032, 0.036, 0.000, 0.000, 0.073, 0.029, 0.298, 0.030] | Action Distribution: FORWARD: 0.1626 | TURN_LEFT: 0.1701 | TURN_RIGHT: 0.1675 | FORWARD_LEFT: 0.1647 | FORWARD_RIGHT: 0.1677 | BACKWARD: 0.1674 | Selected: TURN_RIGHT (prob: 0.1675)
Episode 2 | Step 5 | State: [0.032, 0.045, 0.000, 0.000, 0.073, 0.029, 0.294, 0.030] | Action Distribution: FORWARD: 0.1626 | TURN_LEFT: 0.1699 | TURN_RIGHT: 0.1675 | FORWARD_LEFT: 0.1646 | FORWARD_RIGHT: 0.1679 | BACKWARD: 0.1675 | Selected: TURN_LEFT (prob: 0.1699)
Episode 2 | Step 6 | State: [0.032, 0.040, 0.000, 0.000, 0.073, 0.029, 0.298, 0.030] | Action Distribution: FORWARD: 0.1625 | TURN_LEFT: 0.1700 | TURN_RIGHT: 0.1676 | FORWARD_LEFT: 0.1646 | FORWARD_RIGHT: 0.1678 | BACKWARD: 0.1674 | Selected: BACKWARD (prob: 0.1674)
Episode 2 | Step 7 | State: [0.032, 0.048, 0.000, 0.000, 0.060, 0.029, 0.302, 0.030] | Action Distribution: FORWARD: 0.1626 | TURN_LEFT: 0.1703 | TURN_RIGHT: 0.1678 | FORWARD_LEFT: 0.1642 | FORWARD_RIGHT: 0.1678 | BACKWARD: 0.1672 | Selected: BACKWARD (prob: 0.1672)
Episode 2 | Step 8 | State: [0.032, 0.076, 0.000, 0.000, 0.053, 0.029, 0.309, 0.030] | Action Distribution: FORWARD: 0.1621 | TURN_LEFT: 0.1705 | TURN_RIGHT: 0.1681 | FORWARD_LEFT: 0.1638 | FORWARD_RIGHT: 0.1681 | BACKWARD: 0.1674 | Selected: FORWARD (prob: 0.1621)
Episode 2 | Step 9 | State: [0.032, 0.048, 0.000, 0.000, 0.060, 0.029, 0.302, 0.030] | Action Distribution: FORWARD: 0.1626 | TURN_LEFT: 0.1703 | TURN_RIGHT: 0.1678 | FORWARD_LEFT: 0.1642 | FORWARD_RIGHT: 0.1678 | BACKWARD: 0.1672 | Selected: FORWARD_RIGHT (prob: 0.1678)
Episode 2 | Step 10 | State: [0.032, 0.059, 0.000, 0.000, 0.050, 0.029, 0.294, 0.030] | Action Distribution: FORWARD: 0.1626 | TURN_LEFT: 0.1704 | TURN_RIGHT: 0.1680 | FORWARD_LEFT: 0.1640 | FORWARD_RIGHT: 0.1679 | BACKWARD: 0.1671 | Selected: BACKWARD (prob: 0.1671)
Episode 3 | Step 1 | State: [0.032, 0.066, 0.000, 0.000, 0.045, 0.029, 0.295, 0.030] | Action Distribution: FORWARD: 0.1625 | TURN_LEFT: 0.1705 | TURN_RIGHT: 0.1681 | FORWARD_LEFT: 0.1638 | FORWARD_RIGHT: 0.1679 | BACKWARD: 0.1671 | Selected: TURN_RIGHT (prob: 0.1681)
Episode 3 | Step 2 | State: [0.032, 0.083, 0.000, 0.000, 0.044, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1622 | TURN_LEFT: 0.1704 | TURN_RIGHT: 0.1682 | FORWARD_LEFT: 0.1636 | FORWARD_RIGHT: 0.1682 | BACKWARD: 0.1673 | Selected: FORWARD (prob: 0.1622)
Episode 3 | Step 3 | State: [0.032, 0.073, 0.000, 0.000, 0.029, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1626 | TURN_LEFT: 0.1709 | TURN_RIGHT: 0.1683 | FORWARD_LEFT: 0.1636 | FORWARD_RIGHT: 0.1679 | BACKWARD: 0.1667 | Selected: TURN_RIGHT (prob: 0.1683)
Episode 3 | Step 4 | State: [0.032, 0.074, 0.000, 0.000, 0.029, 0.029, 0.289, 0.047] | Action Distribution: FORWARD: 0.1627 | TURN_LEFT: 0.1714 | TURN_RIGHT: 0.1685 | FORWARD_LEFT: 0.1631 | FORWARD_RIGHT: 0.1680 | BACKWARD: 0.1662 | Selected: TURN_LEFT (prob: 0.1714)
Episode 3 | Step 5 | State: [0.032, 0.072, 0.000, 0.000, 0.029, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1626 | TURN_LEFT: 0.1709 | TURN_RIGHT: 0.1683 | FORWARD_LEFT: 0.1636 | FORWARD_RIGHT: 0.1679 | BACKWARD: 0.1667 | Selected: TURN_RIGHT (prob: 0.1683)
Episode 3 | Step 6 | State: [0.032, 0.074, 0.000, 0.000, 0.029, 0.029, 0.289, 0.047] | Action Distribution: FORWARD: 0.1627 | TURN_LEFT: 0.1714 | TURN_RIGHT: 0.1685 | FORWARD_LEFT: 0.1631 | FORWARD_RIGHT: 0.1680 | BACKWARD: 0.1662 | Selected: FORWARD (prob: 0.1627)
Episode 3 | Step 7 | State: [0.032, 0.066, 0.000, 0.000, 0.029, 0.029, 0.289, 0.073] | Action Distribution: FORWARD: 0.1631 | TURN_LEFT: 0.1723 | TURN_RIGHT: 0.1688 | FORWARD_LEFT: 0.1623 | FORWARD_RIGHT: 0.1682 | BACKWARD: 0.1653 | Selected: FORWARD (prob: 0.1631)
Episode 3 | Step 8 | State: [0.106, 0.032, 0.000, 0.000, 0.029, 0.029, 0.289, 0.119] | Action Distribution: FORWARD: 0.1629 | TURN_LEFT: 0.1747 | TURN_RIGHT: 0.1681 | FORWARD_LEFT: 0.1612 | FORWARD_RIGHT: 0.1686 | BACKWARD: 0.1645 | Selected: FORWARD (prob: 0.1629)
Episode 3 | Step 9 | State: [0.097, 0.032, 0.000, 0.000, 0.029, 0.040, 0.289, 0.209] | Action Distribution: FORWARD: 0.1623 | TURN_LEFT: 0.1761 | TURN_RIGHT: 0.1690 | FORWARD_LEFT: 0.1606 | FORWARD_RIGHT: 0.1690 | BACKWARD: 0.1631 | Selected: TURN_LEFT (prob: 0.1761)
Episode 3 | Step 10 | State: [0.060, 0.032, 0.000, 0.000, 0.029, 0.048, 0.289, 0.157] | Action Distribution: FORWARD: 0.1627 | TURN_LEFT: 0.1750 | TURN_RIGHT: 0.1686 | FORWARD_LEFT: 0.1609 | FORWARD_RIGHT: 0.1688 | BACKWARD: 0.1640 | Selected: TURN_RIGHT (prob: 0.1686)
Episode 4 | Step 1 | State: [0.096, 0.032, 0.000, 0.000, 0.029, 0.040, 0.289, 0.207] | Action Distribution: FORWARD: 0.1623 | TURN_LEFT: 0.1761 | TURN_RIGHT: 0.1690 | FORWARD_LEFT: 0.1606 | FORWARD_RIGHT: 0.1690 | BACKWARD: 0.1631 | Selected: TURN_LEFT (prob: 0.1761)
Episode 4 | Step 2 | State: [0.060, 0.032, 0.000, 0.000, 0.029, 0.052, 0.289, 0.157] | Action Distribution: FORWARD: 0.1626 | TURN_LEFT: 0.1750 | TURN_RIGHT: 0.1686 | FORWARD_LEFT: 0.1610 | FORWARD_RIGHT: 0.1688 | BACKWARD: 0.1640 | Selected: TURN_LEFT (prob: 0.1750)
Episode 4 | Step 3 | State: [0.032, 0.032, 0.000, 0.000, 0.029, 0.052, 0.289, 0.110] | Action Distribution: FORWARD: 0.1633 | TURN_LEFT: 0.1738 | TURN_RIGHT: 0.1681 | FORWARD_LEFT: 0.1620 | FORWARD_RIGHT: 0.1686 | BACKWARD: 0.1642 | Selected: FORWARD (prob: 0.1633)
Episode 4 | Step 4 | State: [0.053, 0.032, 0.000, 0.000, 0.029, 0.066, 0.289, 0.227] | Action Distribution: FORWARD: 0.1618 | TURN_LEFT: 0.1759 | TURN_RIGHT: 0.1693 | FORWARD_LEFT: 0.1610 | FORWARD_RIGHT: 0.1694 | BACKWARD: 0.1626 | Selected: FORWARD_LEFT (prob: 0.1610)
Episode 4 | Step 5 | State: [0.048, 0.032, 0.000, 0.000, 0.064, 0.071, 0.289, 0.391] | Action Distribution: FORWARD: 0.1605 | TURN_LEFT: 0.1758 | TURN_RIGHT: 0.1714 | FORWARD_LEFT: 0.1609 | FORWARD_RIGHT: 0.1723 | BACKWARD: 0.1592 | Selected: FORWARD_RIGHT (prob: 0.1723)
Episode 4 | Step 6 | State: [0.069, 0.032, 0.000, 0.000, 0.029, 0.077, 0.289, 1.000] | Action Distribution: FORWARD: 0.1558 | TURN_LEFT: 0.1851 | TURN_RIGHT: 0.1877 | FORWARD_LEFT: 0.1595 | FORWARD_RIGHT: 0.1720 | BACKWARD: 0.1399 | Selected: FORWARD (prob: 0.1558)
Episode 4 | Step 7 | State: [0.080, 0.032, 0.000, 0.000, 0.029, 0.079, 0.289, 1.000] | Action Distribution: FORWARD: 0.1557 | TURN_LEFT: 0.1853 | TURN_RIGHT: 0.1875 | FORWARD_LEFT: 0.1595 | FORWARD_RIGHT: 0.1720 | BACKWARD: 0.1400 | Selected: TURN_RIGHT (prob: 0.1875)
Episode 4 | Step 8 | State: [0.098, 0.032, 0.000, 0.000, 0.029, 0.093, 0.290, 1.000] | Action Distribution: FORWARD: 0.1552 | TURN_LEFT: 0.1858 | TURN_RIGHT: 0.1872 | FORWARD_LEFT: 0.1598 | FORWARD_RIGHT: 0.1718 | BACKWARD: 0.1401 | Selected: FORWARD_LEFT (prob: 0.1598)
Episode 4 | Step 9 | State: [0.045, 0.084, 0.000, 0.000, 0.029, 0.046, 0.289, 1.000] | Action Distribution: FORWARD: 0.1566 | TURN_LEFT: 0.1835 | TURN_RIGHT: 0.1881 | FORWARD_LEFT: 0.1586 | FORWARD_RIGHT: 0.1729 | BACKWARD: 0.1402 | Selected: TURN_LEFT (prob: 0.1835)
Episode 4 | Step 10 | State: [0.042, 0.128, 0.000, 0.000, 0.071, 0.029, 0.289, 1.000] | Action Distribution: FORWARD: 0.1572 | TURN_LEFT: 0.1814 | TURN_RIGHT: 0.1881 | FORWARD_LEFT: 0.1572 | FORWARD_RIGHT: 0.1745 | BACKWARD: 0.1418 | Selected: TURN_LEFT (prob: 0.1814)
Episode 5 | Step 1 | State: [0.032, 0.171, 0.000, 0.000, 0.194, 0.029, 0.289, 1.000] | Action Distribution: FORWARD: 0.1573 | TURN_LEFT: 0.1786 | TURN_RIGHT: 0.1877 | FORWARD_LEFT: 0.1546 | FORWARD_RIGHT: 0.1777 | BACKWARD: 0.1441 | Selected: FORWARD_RIGHT (prob: 0.1777)
Episode 5 | Step 2 | State: [0.032, 0.155, 0.000, 0.000, 0.498, 0.029, 0.295, 1.000] | Action Distribution: FORWARD: 0.1544 | TURN_LEFT: 0.1761 | TURN_RIGHT: 0.1851 | FORWARD_LEFT: 0.1560 | FORWARD_RIGHT: 0.1791 | BACKWARD: 0.1493 | Selected: FORWARD_RIGHT (prob: 0.1791)
Episode 5 | Step 3 | State: [0.032, 0.054, 0.000, 0.000, 1.000, 0.029, 0.326, 1.000] | Action Distribution: FORWARD: 0.1418 | TURN_LEFT: 0.1797 | TURN_RIGHT: 0.1835 | FORWARD_LEFT: 0.1609 | FORWARD_RIGHT: 0.1790 | BACKWARD: 0.1551 | Selected: TURN_LEFT (prob: 0.1797)
Episode 5 | Step 4 | State: [0.032, 0.032, 0.000, 0.000, 1.000, 0.029, 0.338, 1.000] | Action Distribution: FORWARD: 0.1417 | TURN_LEFT: 0.1797 | TURN_RIGHT: 0.1836 | FORWARD_LEFT: 0.1605 | FORWARD_RIGHT: 0.1791 | BACKWARD: 0.1553 | Selected: FORWARD_RIGHT (prob: 0.1791)
Episode 5 | Step 5 | State: [0.047, 0.032, 0.000, 0.000, 1.000, 0.029, 0.317, 1.000] | Action Distribution: FORWARD: 0.1417 | TURN_LEFT: 0.1798 | TURN_RIGHT: 0.1839 | FORWARD_LEFT: 0.1608 | FORWARD_RIGHT: 0.1788 | BACKWARD: 0.1550 | Selected: BACKWARD (prob: 0.1550)
Episode 5 | Step 6 | State: [0.057, 0.032, 0.000, 0.000, 1.000, 0.029, 0.343, 0.650] | Action Distribution: FORWARD: 0.1420 | TURN_LEFT: 0.1773 | TURN_RIGHT: 0.1753 | FORWARD_LEFT: 0.1613 | FORWARD_RIGHT: 0.1770 | BACKWARD: 0.1671 | Selected: FORWARD_RIGHT (prob: 0.1770)
Episode 5 | Step 7 | State: [0.032, 0.032, 0.000, 0.000, 1.000, 0.029, 0.335, 1.000] | Action Distribution: FORWARD: 0.1417 | TURN_LEFT: 0.1797 | TURN_RIGHT: 0.1837 | FORWARD_LEFT: 0.1606 | FORWARD_RIGHT: 0.1791 | BACKWARD: 0.1552 | Selected: TURN_LEFT (prob: 0.1797)
Episode 5 | Step 8 | State: [0.048, 0.032, 0.000, 0.000, 1.000, 0.029, 0.319, 1.000] | Action Distribution: FORWARD: 0.1417 | TURN_LEFT: 0.1798 | TURN_RIGHT: 0.1838 | FORWARD_LEFT: 0.1607 | FORWARD_RIGHT: 0.1788 | BACKWARD: 0.1551 | Selected: TURN_LEFT (prob: 0.1798)
Episode 5 | Step 9 | State: [0.075, 0.032, 0.000, 0.000, 1.000, 0.029, 0.313, 1.000] | Action Distribution: FORWARD: 0.1421 | TURN_LEFT: 0.1798 | TURN_RIGHT: 0.1835 | FORWARD_LEFT: 0.1605 | FORWARD_RIGHT: 0.1788 | BACKWARD: 0.1554 | Selected: TURN_RIGHT (prob: 0.1835)
Episode 5 | Step 10 | State: [0.048, 0.032, 0.000, 0.000, 1.000, 0.029, 0.326, 1.000] | Action Distribution: FORWARD: 0.1418 | TURN_LEFT: 0.1798 | TURN_RIGHT: 0.1837 | FORWARD_LEFT: 0.1606 | FORWARD_RIGHT: 0.1789 | BACKWARD: 0.1552 | Selected: BACKWARD (prob: 0.1552)
Episode 6 | Step 1 | State: [0.062, 0.032, 0.000, 0.000, 0.903, 0.029, 0.350, 0.350] | Action Distribution: FORWARD: 0.1437 | TURN_LEFT: 0.1721 | TURN_RIGHT: 0.1705 | FORWARD_LEFT: 0.1663 | FORWARD_RIGHT: 0.1739 | BACKWARD: 0.1735 | Selected: FORWARD_RIGHT (prob: 0.1739)
Episode 6 | Step 2 | State: [0.032, 0.032, 0.000, 0.000, 1.000, 0.029, 0.342, 1.000] | Action Distribution: FORWARD: 0.1418 | TURN_LEFT: 0.1797 | TURN_RIGHT: 0.1835 | FORWARD_LEFT: 0.1604 | FORWARD_RIGHT: 0.1792 | BACKWARD: 0.1554 | Selected: FORWARD (prob: 0.1418)
Episode 6 | Step 3 | State: [0.084, 0.032, 0.000, 0.000, 1.000, 0.029, 0.304, 1.000] | Action Distribution: FORWARD: 0.1421 | TURN_LEFT: 0.1798 | TURN_RIGHT: 0.1836 | FORWARD_LEFT: 0.1606 | FORWARD_RIGHT: 0.1787 | BACKWARD: 0.1552 | Selected: TURN_LEFT (prob: 0.1798)
Episode 6 | Step 4 | State: [0.109, 0.032, 0.000, 0.000, 1.000, 0.029, 0.295, 1.000] | Action Distribution: FORWARD: 0.1424 | TURN_LEFT: 0.1797 | TURN_RIGHT: 0.1835 | FORWARD_LEFT: 0.1604 | FORWARD_RIGHT: 0.1785 | BACKWARD: 0.1555 | Selected: FORWARD (prob: 0.1424)
Episode 6 | Step 5 | State: [0.067, 0.140, 0.000, 0.000, 1.000, 0.882, 0.289, 1.000] | Action Distribution: FORWARD: 0.1362 | TURN_LEFT: 0.2002 | TURN_RIGHT: 0.1758 | FORWARD_LEFT: 0.1655 | FORWARD_RIGHT: 0.1750 | BACKWARD: 0.1473 | Selected: FORWARD (prob: 0.1362)
Episode 6 | Step 6 | State: [0.032, 0.300, 0.000, 0.000, 1.000, 1.000, 0.289, 1.000] | Action Distribution: FORWARD: 0.1360 | TURN_LEFT: 0.2036 | TURN_RIGHT: 0.1746 | FORWARD_LEFT: 0.1678 | FORWARD_RIGHT: 0.1721 | BACKWARD: 0.1460 | Selected: FORWARD_RIGHT (prob: 0.1721)
Episode 6 | Step 7 | State: [0.032, 0.299, 0.000, 0.000, 1.000, 1.000, 0.289, 1.000] | Action Distribution: FORWARD: 0.1360 | TURN_LEFT: 0.2036 | TURN_RIGHT: 0.1746 | FORWARD_LEFT: 0.1678 | FORWARD_RIGHT: 0.1721 | BACKWARD: 0.1460 | Selected: TURN_RIGHT (prob: 0.1746)
Episode 6 | Step 8 | State: [0.046, 0.273, 0.000, 0.000, 1.000, 1.000, 0.291, 1.000] | Action Distribution: FORWARD: 0.1358 | TURN_LEFT: 0.2037 | TURN_RIGHT: 0.1745 | FORWARD_LEFT: 0.1675 | FORWARD_RIGHT: 0.1723 | BACKWARD: 0.1461 | Selected: FORWARD_RIGHT (prob: 0.1723)
Episode 6 | Step 9 | State: [0.033, 0.298, 0.000, 0.000, 1.000, 1.000, 0.291, 1.000] | Action Distribution: FORWARD: 0.1360 | TURN_LEFT: 0.2036 | TURN_RIGHT: 0.1746 | FORWARD_LEFT: 0.1678 | FORWARD_RIGHT: 0.1721 | BACKWARD: 0.1460 | Selected: TURN_RIGHT (prob: 0.1746)
Episode 6 | Step 10 | State: [0.037, 0.288, 0.000, 0.000, 1.000, 1.000, 0.289, 1.000] | Action Distribution: FORWARD: 0.1359 | TURN_LEFT: 0.2036 | TURN_RIGHT: 0.1746 | FORWARD_LEFT: 0.1677 | FORWARD_RIGHT: 0.1722 | BACKWARD: 0.1460 | Selected: FORWARD_LEFT (prob: 0.1677)
Episode 7 | Step 1 | State: [0.032, 0.299, 0.000, 0.000, 1.000, 1.000, 0.289, 1.000] | Action Distribution: FORWARD: 0.1360 | TURN_LEFT: 0.2036 | TURN_RIGHT: 0.1746 | FORWARD_LEFT: 0.1678 | FORWARD_RIGHT: 0.1721 | BACKWARD: 0.1460 | Selected: TURN_LEFT (prob: 0.2036)
Episode 7 | Step 2 | State: [0.032, 0.278, 0.000, 0.000, 1.000, 1.000, 0.299, 1.000] | Action Distribution: FORWARD: 0.1361 | TURN_LEFT: 0.2035 | TURN_RIGHT: 0.1745 | FORWARD_LEFT: 0.1676 | FORWARD_RIGHT: 0.1721 | BACKWARD: 0.1462 | Selected: FORWARD_LEFT (prob: 0.1676)
Episode 7 | Step 3 | State: [0.033, 0.298, 0.000, 0.000, 1.000, 1.000, 0.292, 1.000] | Action Distribution: FORWARD: 0.1360 | TURN_LEFT: 0.2035 | TURN_RIGHT: 0.1745 | FORWARD_LEFT: 0.1677 | FORWARD_RIGHT: 0.1721 | BACKWARD: 0.1461 | Selected: FORWARD (prob: 0.1360)
Episode 7 | Step 4 | State: [0.032, 0.299, 0.000, 0.000, 1.000, 1.000, 0.289, 1.000] | Action Distribution: FORWARD: 0.1360 | TURN_LEFT: 0.2036 | TURN_RIGHT: 0.1746 | FORWARD_LEFT: 0.1678 | FORWARD_RIGHT: 0.1721 | BACKWARD: 0.1460 | Selected: TURN_RIGHT (prob: 0.1746)
Episode 7 | Step 5 | State: [0.033, 0.317, 0.000, 0.000, 1.000, 1.000, 0.292, 1.000] | Action Distribution: FORWARD: 0.1477 | TURN_LEFT: 0.2051 | TURN_RIGHT: 0.1869 | FORWARD_LEFT: 0.1507 | FORWARD_RIGHT: 0.1635 | BACKWARD: 0.1461 | Selected: TURN_LEFT (prob: 0.2051)
Episode 7 | Step 6 | State: [0.032, 0.300, 0.000, 0.000, 1.000, 1.000, 0.289, 1.000] | Action Distribution: FORWARD: 0.1575 | TURN_LEFT: 0.2055 | TURN_RIGHT: 0.2000 | FORWARD_LEFT: 0.1372 | FORWARD_RIGHT: 0.1531 | BACKWARD: 0.1466 | Selected: BACKWARD (prob: 0.1466)
Episode 7 | Step 7 | State: [0.032, 0.561, 0.000, 0.000, 1.000, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1682 | TURN_LEFT: 0.1792 | TURN_RIGHT: 0.1826 | FORWARD_LEFT: 0.1434 | FORWARD_RIGHT: 0.1523 | BACKWARD: 0.1743 | Selected: FORWARD_RIGHT (prob: 0.1523)
Episode 7 | Step 8 | State: [0.032, 0.356, 0.000, 0.000, 1.000, 0.550, 0.289, 1.000] | Action Distribution: FORWARD: 0.1815 | TURN_LEFT: 0.1914 | TURN_RIGHT: 0.2148 | FORWARD_LEFT: 0.1209 | FORWARD_RIGHT: 0.1391 | BACKWARD: 0.1523 | Selected: TURN_LEFT (prob: 0.1914)
Episode 7 | Step 9 | State: [0.032, 0.337, 0.000, 0.000, 1.000, 1.000, 0.289, 1.000] | Action Distribution: FORWARD: 0.1906 | TURN_LEFT: 0.2043 | TURN_RIGHT: 0.2307 | FORWARD_LEFT: 0.1067 | FORWARD_RIGHT: 0.1193 | BACKWARD: 0.1485 | Selected: TURN_RIGHT (prob: 0.2307)
Episode 7 | Step 10 | State: [0.032, 0.356, 0.000, 0.000, 1.000, 0.546, 0.289, 1.000] | Action Distribution: FORWARD: 0.2039 | TURN_LEFT: 0.1888 | TURN_RIGHT: 0.2279 | FORWARD_LEFT: 0.1029 | FORWARD_RIGHT: 0.1198 | BACKWARD: 0.1567 | Selected: TURN_LEFT (prob: 0.1888)
Episode 8 | Step 1 | State: [0.032, 0.338, 0.000, 0.000, 1.000, 1.000, 0.289, 1.000] | Action Distribution: FORWARD: 0.2146 | TURN_LEFT: 0.1989 | TURN_RIGHT: 0.2443 | FORWARD_LEFT: 0.0900 | FORWARD_RIGHT: 0.0979 | BACKWARD: 0.1543 | Selected: TURN_LEFT (prob: 0.1989)
Episode 8 | Step 2 | State: [0.032, 0.313, 0.000, 0.000, 1.000, 1.000, 0.304, 1.000] | Action Distribution: FORWARD: 0.2268 | TURN_LEFT: 0.1946 | TURN_RIGHT: 0.2518 | FORWARD_LEFT: 0.0814 | FORWARD_RIGHT: 0.0876 | BACKWARD: 0.1578 | Selected: TURN_LEFT (prob: 0.1946)
Episode 8 | Step 3 | State: [0.032, 0.281, 0.000, 0.000, 1.000, 1.000, 0.369, 0.030] | Action Distribution: FORWARD: 0.2104 | TURN_LEFT: 0.1696 | TURN_RIGHT: 0.2398 | FORWARD_LEFT: 0.1053 | FORWARD_RIGHT: 0.0876 | BACKWARD: 0.1873 | Selected: FORWARD_LEFT (prob: 0.1053)
Episode 8 | Step 4 | State: [0.032, 0.276, 0.000, 0.000, 1.000, 1.000, 0.308, 1.000] | Action Distribution: FORWARD: 0.2523 | TURN_LEFT: 0.1835 | TURN_RIGHT: 0.2696 | FORWARD_LEFT: 0.0647 | FORWARD_RIGHT: 0.0676 | BACKWARD: 0.1622 | Selected: TURN_LEFT (prob: 0.1835)
Episode 8 | Step 5 | State: [0.032, 0.249, 0.000, 0.000, 1.000, 1.000, 0.366, 1.000] | Action Distribution: FORWARD: 0.2669 | TURN_LEFT: 0.1746 | TURN_RIGHT: 0.2787 | FORWARD_LEFT: 0.0557 | FORWARD_RIGHT: 0.0571 | BACKWARD: 0.1669 | Selected: FORWARD_RIGHT (prob: 0.0571)
