Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.064, 0.064, 0.555, 0.523, 0.172, 0.059, 0.594, 0.059] | Action Distribution: FORWARD: 0.1627 | TURN_LEFT: 0.1595 | TURN_RIGHT: 0.1739 | FORWARD_LEFT: 0.1532 | FORWARD_RIGHT: 0.1777 | BACKWARD: 0.1730 | Selected: FORWARD (prob: 0.1627)
Episode 2 | Step 3 | State: [0.274, 0.066, 1.000, 1.000, 1.000, 0.103, 0.590, 1.000] | Action Distribution: FORWARD: 0.1824 | TURN_LEFT: 0.1358 | TURN_RIGHT: 0.1761 | FORWARD_LEFT: 0.1272 | FORWARD_RIGHT: 0.1962 | BACKWARD: 0.1822 | Selected: FORWARD (prob: 0.1824)
Episode 2 | Step 4 | State: [0.270, 0.065, 1.000, 0.516, 1.000, 0.104, 0.584, 1.000] | Action Distribution: FORWARD: 0.1853 | TURN_LEFT: 0.1418 | TURN_RIGHT: 0.1778 | FORWARD_LEFT: 0.1266 | FORWARD_RIGHT: 0.1919 | BACKWARD: 0.1767 | Selected: FORWARD_RIGHT (prob: 0.1919)
Episode 2 | Step 5 | State: [0.264, 0.065, 1.000, 0.516, 1.000, 0.105, 0.584, 1.000] | Action Distribution: FORWARD: 0.1854 | TURN_LEFT: 0.1419 | TURN_RIGHT: 0.1779 | FORWARD_LEFT: 0.1264 | FORWARD_RIGHT: 0.1918 | BACKWARD: 0.1765 | Selected: TURN_LEFT (prob: 0.1419)
Episode 2 | Step 6 | State: [0.246, 0.064, 1.000, 0.522, 1.000, 0.082, 0.578, 1.000] | Action Distribution: FORWARD: 0.1856 | TURN_LEFT: 0.1413 | TURN_RIGHT: 0.1783 | FORWARD_LEFT: 0.1274 | FORWARD_RIGHT: 0.1912 | BACKWARD: 0.1763 | Selected: FORWARD_LEFT (prob: 0.1274)
Episode 2 | Step 7 | State: [0.260, 0.065, 1.000, 0.518, 1.000, 0.106, 0.582, 1.000] | Action Distribution: FORWARD: 0.1855 | TURN_LEFT: 0.1419 | TURN_RIGHT: 0.1780 | FORWARD_LEFT: 0.1263 | FORWARD_RIGHT: 0.1919 | BACKWARD: 0.1763 | Selected: FORWARD (prob: 0.1855)
Episode 2 | Step 8 | State: [0.250, 0.064, 1.000, 0.523, 1.000, 0.109, 0.578, 1.000] | Action Distribution: FORWARD: 0.1858 | TURN_LEFT: 0.1420 | TURN_RIGHT: 0.1782 | FORWARD_LEFT: 0.1260 | FORWARD_RIGHT: 0.1920 | BACKWARD: 0.1760 | Selected: TURN_RIGHT (prob: 0.1782)
Episode 2 | Step 9 | State: [0.253, 0.065, 1.000, 0.521, 1.000, 0.135, 0.580, 1.000] | Action Distribution: FORWARD: 0.1859 | TURN_LEFT: 0.1427 | TURN_RIGHT: 0.1781 | FORWARD_LEFT: 0.1248 | FORWARD_RIGHT: 0.1928 | BACKWARD: 0.1757 | Selected: FORWARD_RIGHT (prob: 0.1928)
Episode 2 | Step 10 | State: [0.244, 0.065, 1.000, 0.518, 1.000, 0.109, 0.582, 1.000] | Action Distribution: FORWARD: 0.1859 | TURN_LEFT: 0.1421 | TURN_RIGHT: 0.1783 | FORWARD_LEFT: 0.1260 | FORWARD_RIGHT: 0.1918 | BACKWARD: 0.1759 | Selected: FORWARD_LEFT (prob: 0.1260)
Episode 3 | Step 1 | State: [0.238, 0.064, 1.000, 0.523, 1.000, 0.112, 0.578, 1.000] | Action Distribution: FORWARD: 0.1861 | TURN_LEFT: 0.1421 | TURN_RIGHT: 0.1784 | FORWARD_LEFT: 0.1258 | FORWARD_RIGHT: 0.1920 | BACKWARD: 0.1757 | Selected: FORWARD_RIGHT (prob: 0.1920)
Episode 3 | Step 2 | State: [0.233, 0.065, 1.000, 0.515, 1.000, 0.110, 0.585, 1.000] | Action Distribution: FORWARD: 0.1861 | TURN_LEFT: 0.1422 | TURN_RIGHT: 0.1785 | FORWARD_LEFT: 0.1259 | FORWARD_RIGHT: 0.1916 | BACKWARD: 0.1756 | Selected: FORWARD (prob: 0.1861)
Episode 3 | Step 3 | State: [0.170, 0.097, 1.000, 0.516, 1.000, 0.083, 0.584, 1.000] | Action Distribution: FORWARD: 0.1869 | TURN_LEFT: 0.1422 | TURN_RIGHT: 0.1799 | FORWARD_LEFT: 0.1265 | FORWARD_RIGHT: 0.1907 | BACKWARD: 0.1738 | Selected: FORWARD (prob: 0.1869)
Episode 3 | Step 4 | State: [0.097, 0.143, 1.000, 0.515, 1.000, 0.073, 0.585, 1.000] | Action Distribution: FORWARD: 0.1878 | TURN_LEFT: 0.1429 | TURN_RIGHT: 0.1815 | FORWARD_LEFT: 0.1260 | FORWARD_RIGHT: 0.1903 | BACKWARD: 0.1714 | Selected: FORWARD_RIGHT (prob: 0.1903)
Episode 3 | Step 5 | State: [0.089, 0.203, 1.000, 0.515, 1.000, 0.058, 0.585, 1.000] | Action Distribution: FORWARD: 0.1867 | TURN_LEFT: 0.1434 | TURN_RIGHT: 0.1820 | FORWARD_LEFT: 0.1265 | FORWARD_RIGHT: 0.1908 | BACKWARD: 0.1706 | Selected: TURN_RIGHT (prob: 0.1820)
Episode 3 | Step 6 | State: [0.096, 0.143, 1.000, 0.523, 1.000, 0.083, 0.578, 1.000] | Action Distribution: FORWARD: 0.1879 | TURN_LEFT: 0.1431 | TURN_RIGHT: 0.1816 | FORWARD_LEFT: 0.1254 | FORWARD_RIGHT: 0.1909 | BACKWARD: 0.1711 | Selected: TURN_RIGHT (prob: 0.1816)
Episode 3 | Step 7 | State: [0.137, 0.098, 1.000, 0.523, 1.000, 0.086, 0.578, 1.000] | Action Distribution: FORWARD: 0.1876 | TURN_LEFT: 0.1424 | TURN_RIGHT: 0.1804 | FORWARD_LEFT: 0.1260 | FORWARD_RIGHT: 0.1907 | BACKWARD: 0.1729 | Selected: TURN_RIGHT (prob: 0.1804)
Episode 3 | Step 8 | State: [0.183, 0.064, 1.000, 0.522, 0.247, 0.115, 0.578, 1.000] | Action Distribution: FORWARD: 0.1831 | TURN_LEFT: 0.1439 | TURN_RIGHT: 0.1602 | FORWARD_LEFT: 0.1328 | FORWARD_RIGHT: 0.1983 | BACKWARD: 0.1816 | Selected: TURN_RIGHT (prob: 0.1602)
Episode 3 | Step 9 | State: [0.223, 0.064, 1.000, 0.523, 0.058, 0.145, 0.578, 1.000] | Action Distribution: FORWARD: 0.1815 | TURN_LEFT: 0.1451 | TURN_RIGHT: 0.1556 | FORWARD_LEFT: 0.1340 | FORWARD_RIGHT: 0.2034 | BACKWARD: 0.1805 | Selected: FORWARD_RIGHT (prob: 0.2034)
Episode 3 | Step 10 | State: [0.094, 0.152, 1.000, 0.516, 1.000, 0.083, 0.584, 1.000] | Action Distribution: FORWARD: 0.1879 | TURN_LEFT: 0.1433 | TURN_RIGHT: 0.1817 | FORWARD_LEFT: 0.1254 | FORWARD_RIGHT: 0.1908 | BACKWARD: 0.1710 | Selected: FORWARD (prob: 0.1879)
Episode 4 | Step 1 | State: [0.064, 0.364, 1.000, 0.523, 1.000, 0.059, 0.578, 1.000] | Action Distribution: FORWARD: 0.1861 | TURN_LEFT: 0.1467 | TURN_RIGHT: 0.1828 | FORWARD_LEFT: 0.1253 | FORWARD_RIGHT: 0.1917 | BACKWARD: 0.1673 | Selected: TURN_LEFT (prob: 0.1467)
Episode 4 | Step 2 | State: [0.064, 0.345, 1.000, 0.522, 1.000, 0.059, 0.592, 1.000] | Action Distribution: FORWARD: 0.1862 | TURN_LEFT: 0.1465 | TURN_RIGHT: 0.1827 | FORWARD_LEFT: 0.1255 | FORWARD_RIGHT: 0.1913 | BACKWARD: 0.1679 | Selected: FORWARD (prob: 0.1862)
Episode 4 | Step 3 | State: [0.066, 0.065, 1.000, 1.000, 1.000, 0.058, 0.726, 0.058] | Action Distribution: FORWARD: 0.1666 | TURN_LEFT: 0.1488 | TURN_RIGHT: 0.1972 | FORWARD_LEFT: 0.1258 | FORWARD_RIGHT: 0.1863 | BACKWARD: 0.1753 | Selected: FORWARD_LEFT (prob: 0.1258)
Episode 4 | Step 4 | State: [0.104, 0.065, 1.000, 1.000, 1.000, 0.058, 0.691, 0.059] | Action Distribution: FORWARD: 0.1668 | TURN_LEFT: 0.1470 | TURN_RIGHT: 0.1964 | FORWARD_LEFT: 0.1260 | FORWARD_RIGHT: 0.1885 | BACKWARD: 0.1754 | Selected: TURN_RIGHT (prob: 0.1964)
Episode 4 | Step 5 | State: [0.064, 0.064, 1.000, 1.000, 1.000, 0.059, 0.715, 0.180] | Action Distribution: FORWARD: 0.1696 | TURN_LEFT: 0.1475 | TURN_RIGHT: 0.1932 | FORWARD_LEFT: 0.1253 | FORWARD_RIGHT: 0.1887 | BACKWARD: 0.1757 | Selected: FORWARD (prob: 0.1696)
Episode 4 | Step 6 | State: [0.205, 0.065, 1.000, 1.000, 1.000, 0.257, 0.624, 0.058] | Action Distribution: FORWARD: 0.1702 | TURN_LEFT: 0.1452 | TURN_RIGHT: 0.1963 | FORWARD_LEFT: 0.1180 | FORWARD_RIGHT: 0.1978 | BACKWARD: 0.1726 | Selected: BACKWARD (prob: 0.1726)
Episode 4 | Step 7 | State: [0.408, 0.064, 0.689, 0.971, 1.000, 0.059, 0.640, 0.059] | Action Distribution: FORWARD: 0.1623 | TURN_LEFT: 0.1434 | TURN_RIGHT: 0.1870 | FORWARD_LEFT: 0.1365 | FORWARD_RIGHT: 0.1923 | BACKWARD: 0.1786 | Selected: FORWARD (prob: 0.1623)
Episode 4 | Step 8 | State: [0.205, 0.065, 1.000, 1.000, 1.000, 0.197, 0.621, 0.059] | Action Distribution: FORWARD: 0.1692 | TURN_LEFT: 0.1443 | TURN_RIGHT: 0.1953 | FORWARD_LEFT: 0.1205 | FORWARD_RIGHT: 0.1969 | BACKWARD: 0.1738 | Selected: FORWARD_RIGHT (prob: 0.1969)
Episode 4 | Step 9 | State: [0.270, 0.065, 1.000, 1.000, 1.000, 0.307, 0.616, 0.058] | Action Distribution: FORWARD: 0.1707 | TURN_LEFT: 0.1441 | TURN_RIGHT: 0.1959 | FORWARD_LEFT: 0.1168 | FORWARD_RIGHT: 0.1998 | BACKWARD: 0.1727 | Selected: FORWARD (prob: 0.1707)
Episode 4 | Step 10 | State: [0.341, 0.065, 0.818, 1.000, 1.000, 0.793, 0.585, 0.058] | Action Distribution: FORWARD: 0.1776 | TURN_LEFT: 0.1463 | TURN_RIGHT: 0.1923 | FORWARD_LEFT: 0.1087 | FORWARD_RIGHT: 0.2060 | BACKWARD: 0.1691 | Selected: TURN_RIGHT (prob: 0.1923)
Episode 5 | Step 1 | State: [0.289, 0.064, 1.000, 1.000, 1.000, 0.331, 0.593, 0.059] | Action Distribution: FORWARD: 0.1708 | TURN_LEFT: 0.1435 | TURN_RIGHT: 0.1958 | FORWARD_LEFT: 0.1164 | FORWARD_RIGHT: 0.2008 | BACKWARD: 0.1726 | Selected: TURN_RIGHT (prob: 0.1958)
Episode 5 | Step 2 | State: [0.214, 0.064, 1.000, 1.000, 1.000, 0.059, 0.613, 0.059] | Action Distribution: FORWARD: 0.1672 | TURN_LEFT: 0.1424 | TURN_RIGHT: 0.1941 | FORWARD_LEFT: 0.1267 | FORWARD_RIGHT: 0.1938 | BACKWARD: 0.1757 | Selected: TURN_RIGHT (prob: 0.1941)
Episode 5 | Step 3 | State: [0.157, 0.064, 1.000, 1.000, 1.000, 0.059, 0.641, 0.059] | Action Distribution: FORWARD: 0.1670 | TURN_LEFT: 0.1445 | TURN_RIGHT: 0.1953 | FORWARD_LEFT: 0.1263 | FORWARD_RIGHT: 0.1915 | BACKWARD: 0.1754 | Selected: FORWARD_LEFT (prob: 0.1263)
Episode 5 | Step 4 | State: [0.296, 0.064, 0.779, 1.000, 1.000, 1.000, 0.577, 0.059] | Action Distribution: FORWARD: 0.1797 | TURN_LEFT: 0.1475 | TURN_RIGHT: 0.1913 | FORWARD_LEFT: 0.1046 | FORWARD_RIGHT: 0.2110 | BACKWARD: 0.1659 | Selected: FORWARD_RIGHT (prob: 0.2110)
Episode 5 | Step 5 | State: [0.152, 0.177, 0.515, 1.000, 1.000, 1.000, 0.585, 0.058] | Action Distribution: FORWARD: 0.1789 | TURN_LEFT: 0.1532 | TURN_RIGHT: 0.1870 | FORWARD_LEFT: 0.1118 | FORWARD_RIGHT: 0.2029 | BACKWARD: 0.1663 | Selected: TURN_LEFT (prob: 0.1532)
Episode 5 | Step 6 | State: [0.104, 0.297, 0.522, 1.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1790 | TURN_LEFT: 0.1537 | TURN_RIGHT: 0.1872 | FORWARD_LEFT: 0.1114 | FORWARD_RIGHT: 0.2028 | BACKWARD: 0.1658 | Selected: TURN_LEFT (prob: 0.1537)
Episode 5 | Step 7 | State: [0.064, 0.416, 0.523, 1.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1787 | TURN_LEFT: 0.1542 | TURN_RIGHT: 0.1873 | FORWARD_LEFT: 0.1113 | FORWARD_RIGHT: 0.2028 | BACKWARD: 0.1657 | Selected: TURN_LEFT (prob: 0.1542)
Episode 5 | Step 8 | State: [0.064, 0.486, 0.523, 1.000, 1.000, 1.000, 0.578, 0.081] | Action Distribution: FORWARD: 0.1784 | TURN_LEFT: 0.1545 | TURN_RIGHT: 0.1868 | FORWARD_LEFT: 0.1112 | FORWARD_RIGHT: 0.2032 | BACKWARD: 0.1658 | Selected: TURN_LEFT (prob: 0.1545)
Episode 5 | Step 9 | State: [0.064, 0.480, 0.522, 1.000, 0.725, 1.000, 0.578, 0.080] | Action Distribution: FORWARD: 0.1829 | TURN_LEFT: 0.1523 | TURN_RIGHT: 0.1867 | FORWARD_LEFT: 0.1155 | FORWARD_RIGHT: 0.2023 | BACKWARD: 0.1604 | Selected: TURN_RIGHT (prob: 0.1867)
Episode 5 | Step 10 | State: [0.064, 0.489, 0.523, 1.000, 1.000, 1.000, 0.578, 0.081] | Action Distribution: FORWARD: 0.1784 | TURN_LEFT: 0.1545 | TURN_RIGHT: 0.1868 | FORWARD_LEFT: 0.1113 | FORWARD_RIGHT: 0.2032 | BACKWARD: 0.1659 | Selected: BACKWARD (prob: 0.1659)
Episode 6 | Step 1 | State: [0.064, 0.729, 0.523, 1.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1760 | TURN_LEFT: 0.1549 | TURN_RIGHT: 0.1860 | FORWARD_LEFT: 0.1113 | FORWARD_RIGHT: 0.2036 | BACKWARD: 0.1682 | Selected: FORWARD (prob: 0.1760)
Episode 6 | Step 2 | State: [0.064, 0.493, 0.523, 1.000, 1.000, 1.000, 0.578, 0.081] | Action Distribution: FORWARD: 0.1784 | TURN_LEFT: 0.1545 | TURN_RIGHT: 0.1867 | FORWARD_LEFT: 0.1113 | FORWARD_RIGHT: 0.2032 | BACKWARD: 0.1659 | Selected: BACKWARD (prob: 0.1659)
Episode 6 | Step 3 | State: [0.064, 0.734, 0.523, 1.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1760 | TURN_LEFT: 0.1550 | TURN_RIGHT: 0.1860 | FORWARD_LEFT: 0.1113 | FORWARD_RIGHT: 0.2036 | BACKWARD: 0.1682 | Selected: FORWARD_LEFT (prob: 0.1113)
Episode 6 | Step 4 | State: [0.065, 0.524, 0.522, 1.000, 0.361, 1.000, 0.579, 0.081] | Action Distribution: FORWARD: 0.1877 | TURN_LEFT: 0.1529 | TURN_RIGHT: 0.1851 | FORWARD_LEFT: 0.1204 | FORWARD_RIGHT: 0.1998 | BACKWARD: 0.1542 | Selected: FORWARD (prob: 0.1877)
Episode 6 | Step 5 | State: [0.149, 0.187, 0.523, 1.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1789 | TURN_LEFT: 0.1531 | TURN_RIGHT: 0.1871 | FORWARD_LEFT: 0.1116 | FORWARD_RIGHT: 0.2032 | BACKWARD: 0.1661 | Selected: FORWARD (prob: 0.1789)
Episode 6 | Step 6 | State: [0.332, 0.065, 0.695, 1.000, 1.000, 1.000, 0.579, 0.059] | Action Distribution: FORWARD: 0.1784 | TURN_LEFT: 0.1490 | TURN_RIGHT: 0.1892 | FORWARD_LEFT: 0.1068 | FORWARD_RIGHT: 0.2098 | BACKWARD: 0.1668 | Selected: FORWARD_RIGHT (prob: 0.2098)
Episode 6 | Step 7 | State: [0.254, 0.064, 0.523, 1.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1773 | TURN_LEFT: 0.1524 | TURN_RIGHT: 0.1867 | FORWARD_LEFT: 0.1117 | FORWARD_RIGHT: 0.2049 | BACKWARD: 0.1671 | Selected: TURN_RIGHT (prob: 0.1867)
Episode 6 | Step 8 | State: [0.312, 0.064, 0.765, 1.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1796 | TURN_LEFT: 0.1477 | TURN_RIGHT: 0.1908 | FORWARD_LEFT: 0.1050 | FORWARD_RIGHT: 0.2110 | BACKWARD: 0.1659 | Selected: BACKWARD (prob: 0.1659)
Episode 6 | Step 9 | State: [0.372, 0.064, 0.533, 1.000, 1.000, 0.213, 0.578, 0.059] | Action Distribution: FORWARD: 0.1630 | TURN_LEFT: 0.1466 | TURN_RIGHT: 0.1877 | FORWARD_LEFT: 0.1346 | FORWARD_RIGHT: 0.1943 | BACKWARD: 0.1738 | Selected: TURN_LEFT (prob: 0.1466)
Episode 6 | Step 10 | State: [0.269, 0.064, 0.523, 1.000, 1.000, 0.272, 0.578, 0.059] | Action Distribution: FORWARD: 0.1652 | TURN_LEFT: 0.1490 | TURN_RIGHT: 0.1887 | FORWARD_LEFT: 0.1314 | FORWARD_RIGHT: 0.1941 | BACKWARD: 0.1717 | Selected: BACKWARD (prob: 0.1717)
Episode 7 | Step 1 | State: [0.245, 0.064, 0.523, 0.855, 1.000, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1622 | TURN_LEFT: 0.1522 | TURN_RIGHT: 0.1864 | FORWARD_LEFT: 0.1373 | FORWARD_RIGHT: 0.1895 | BACKWARD: 0.1725 | Selected: FORWARD_LEFT (prob: 0.1373)
Episode 7 | Step 2 | State: [0.186, 0.064, 0.523, 1.000, 1.000, 0.490, 0.578, 0.059] | Action Distribution: FORWARD: 0.1712 | TURN_LEFT: 0.1499 | TURN_RIGHT: 0.1894 | FORWARD_LEFT: 0.1242 | FORWARD_RIGHT: 0.1963 | BACKWARD: 0.1690 | Selected: FORWARD (prob: 0.1712)
Episode 7 | Step 3 | State: [0.210, 0.109, 0.523, 1.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1779 | TURN_LEFT: 0.1524 | TURN_RIGHT: 0.1867 | FORWARD_LEFT: 0.1119 | FORWARD_RIGHT: 0.2042 | BACKWARD: 0.1669 | Selected: FORWARD_LEFT (prob: 0.1119)
Episode 7 | Step 4 | State: [0.342, 0.065, 0.549, 1.000, 1.000, 1.000, 0.581, 0.059] | Action Distribution: FORWARD: 0.1762 | TURN_LEFT: 0.1521 | TURN_RIGHT: 0.1864 | FORWARD_LEFT: 0.1106 | FORWARD_RIGHT: 0.2068 | BACKWARD: 0.1679 | Selected: FORWARD (prob: 0.1762)
Episode 7 | Step 5 | State: [0.202, 0.064, 1.000, 1.000, 1.000, 0.059, 0.616, 0.059] | Action Distribution: FORWARD: 0.1665 | TURN_LEFT: 0.1437 | TURN_RIGHT: 0.1939 | FORWARD_LEFT: 0.1270 | FORWARD_RIGHT: 0.1964 | BACKWARD: 0.1725 | Selected: TURN_RIGHT (prob: 0.1939)
Episode 7 | Step 6 | State: [0.118, 0.064, 1.000, 1.000, 1.000, 0.059, 0.649, 0.059] | Action Distribution: FORWARD: 0.1656 | TURN_LEFT: 0.1477 | TURN_RIGHT: 0.1947 | FORWARD_LEFT: 0.1268 | FORWARD_RIGHT: 0.1963 | BACKWARD: 0.1688 | Selected: BACKWARD (prob: 0.1688)
Episode 7 | Step 7 | State: [0.237, 0.064, 0.862, 0.751, 1.000, 0.059, 0.697, 0.059] | Action Distribution: FORWARD: 0.1680 | TURN_LEFT: 0.1545 | TURN_RIGHT: 0.1870 | FORWARD_LEFT: 0.1280 | FORWARD_RIGHT: 0.1959 | BACKWARD: 0.1666 | Selected: FORWARD_RIGHT (prob: 0.1959)
Episode 7 | Step 8 | State: [0.098, 0.064, 1.000, 0.943, 1.000, 0.059, 0.705, 0.210] | Action Distribution: FORWARD: 0.1675 | TURN_LEFT: 0.1520 | TURN_RIGHT: 0.1884 | FORWARD_LEFT: 0.1274 | FORWARD_RIGHT: 0.2004 | BACKWARD: 0.1643 | Selected: FORWARD_RIGHT (prob: 0.2004)
Episode 7 | Step 9 | State: [0.168, 0.064, 1.000, 1.000, 1.000, 0.059, 0.634, 0.059] | Action Distribution: FORWARD: 0.1622 | TURN_LEFT: 0.1502 | TURN_RIGHT: 0.1903 | FORWARD_LEFT: 0.1292 | FORWARD_RIGHT: 0.2067 | BACKWARD: 0.1613 | Selected: FORWARD_LEFT (prob: 0.1292)
Episode 7 | Step 10 | State: [0.303, 0.065, 1.000, 1.000, 1.000, 0.807, 0.583, 0.059] | Action Distribution: FORWARD: 0.1680 | TURN_LEFT: 0.1481 | TURN_RIGHT: 0.1932 | FORWARD_LEFT: 0.1099 | FORWARD_RIGHT: 0.2233 | BACKWARD: 0.1574 | Selected: FORWARD_RIGHT (prob: 0.2233)
Episode 8 | Step 1 | State: [0.137, 0.260, 0.523, 1.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1624 | TURN_LEFT: 0.1560 | TURN_RIGHT: 0.1859 | FORWARD_LEFT: 0.1209 | FORWARD_RIGHT: 0.2182 | BACKWARD: 0.1566 | Selected: FORWARD_RIGHT (prob: 0.2182)
Episode 8 | Step 2 | State: [0.065, 0.446, 0.518, 1.000, 1.000, 1.000, 0.582, 0.059] | Action Distribution: FORWARD: 0.1593 | TURN_LEFT: 0.1575 | TURN_RIGHT: 0.1861 | FORWARD_LEFT: 0.1222 | FORWARD_RIGHT: 0.2196 | BACKWARD: 0.1553 | Selected: FORWARD_RIGHT (prob: 0.2196)
Episode 8 | Step 3 | State: [0.064, 0.468, 0.523, 1.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1569 | TURN_LEFT: 0.1581 | TURN_RIGHT: 0.1863 | FORWARD_LEFT: 0.1235 | FORWARD_RIGHT: 0.2209 | BACKWARD: 0.1542 | Selected: TURN_RIGHT (prob: 0.1863)
Episode 8 | Step 4 | State: [0.100, 0.345, 0.521, 1.000, 1.000, 1.000, 0.579, 0.059] | Action Distribution: FORWARD: 0.1553 | TURN_LEFT: 0.1587 | TURN_RIGHT: 0.1858 | FORWARD_LEFT: 0.1255 | FORWARD_RIGHT: 0.2211 | BACKWARD: 0.1536 | Selected: TURN_RIGHT (prob: 0.1858)
Episode 8 | Step 5 | State: [0.141, 0.222, 0.899, 1.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1574 | TURN_LEFT: 0.1584 | TURN_RIGHT: 0.1882 | FORWARD_LEFT: 0.1153 | FORWARD_RIGHT: 0.2323 | BACKWARD: 0.1484 | Selected: FORWARD_RIGHT (prob: 0.2323)
