Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.032, 0.032, 0.000, 0.000, 0.086, 0.029, 0.299, 0.030] | Action Distribution: FORWARD: 0.1686 | TURN_LEFT: 0.1673 | TURN_RIGHT: 0.1633 | FORWARD_LEFT: 0.1727 | FORWARD_RIGHT: 0.1595 | BACKWARD: 0.1685 | Selected: FORWARD_RIGHT (prob: 0.1595)
Episode 2 | Step 5 | State: [0.120, 0.032, 0.000, 0.000, 0.029, 0.076, 0.289, 1.000] | Action Distribution: FORWARD: 0.1627 | TURN_LEFT: 0.1572 | TURN_RIGHT: 0.1764 | FORWARD_LEFT: 0.1777 | FORWARD_RIGHT: 0.1446 | BACKWARD: 0.1815 | Selected: FORWARD (prob: 0.1627)
Episode 2 | Step 6 | State: [0.098, 0.032, 0.000, 0.000, 0.029, 0.105, 0.289, 1.000] | Action Distribution: FORWARD: 0.1629 | TURN_LEFT: 0.1570 | TURN_RIGHT: 0.1770 | FORWARD_LEFT: 0.1783 | FORWARD_RIGHT: 0.1446 | BACKWARD: 0.1802 | Selected: FORWARD_RIGHT (prob: 0.1446)
Episode 2 | Step 7 | State: [0.058, 0.078, 0.000, 0.000, 0.029, 0.065, 0.289, 1.000] | Action Distribution: FORWARD: 0.1632 | TURN_LEFT: 0.1578 | TURN_RIGHT: 0.1755 | FORWARD_LEFT: 0.1776 | FORWARD_RIGHT: 0.1458 | BACKWARD: 0.1802 | Selected: FORWARD_LEFT (prob: 0.1776)
Episode 2 | Step 8 | State: [0.032, 0.156, 0.000, 0.000, 0.429, 0.029, 0.295, 1.000] | Action Distribution: FORWARD: 0.1616 | TURN_LEFT: 0.1575 | TURN_RIGHT: 0.1821 | FORWARD_LEFT: 0.1739 | FORWARD_RIGHT: 0.1419 | BACKWARD: 0.1831 | Selected: BACKWARD (prob: 0.1831)
Episode 2 | Step 9 | State: [0.032, 0.248, 0.000, 0.000, 0.258, 0.029, 0.296, 1.000] | Action Distribution: FORWARD: 0.1634 | TURN_LEFT: 0.1577 | TURN_RIGHT: 0.1756 | FORWARD_LEFT: 0.1761 | FORWARD_RIGHT: 0.1460 | BACKWARD: 0.1813 | Selected: FORWARD_LEFT (prob: 0.1761)
Episode 2 | Step 10 | State: [0.032, 0.122, 0.000, 0.000, 0.813, 0.029, 0.306, 1.000] | Action Distribution: FORWARD: 0.1691 | TURN_LEFT: 0.1527 | TURN_RIGHT: 0.1779 | FORWARD_LEFT: 0.1797 | FORWARD_RIGHT: 0.1396 | BACKWARD: 0.1810 | Selected: TURN_RIGHT (prob: 0.1779)
Episode 3 | Step 1 | State: [0.032, 0.168, 0.000, 0.000, 0.430, 0.029, 0.298, 1.000] | Action Distribution: FORWARD: 0.1618 | TURN_LEFT: 0.1575 | TURN_RIGHT: 0.1818 | FORWARD_LEFT: 0.1740 | FORWARD_RIGHT: 0.1421 | BACKWARD: 0.1828 | Selected: FORWARD_RIGHT (prob: 0.1421)
Episode 3 | Step 2 | State: [0.032, 0.077, 0.000, 0.000, 1.000, 0.029, 0.320, 1.000] | Action Distribution: FORWARD: 0.1708 | TURN_LEFT: 0.1513 | TURN_RIGHT: 0.1769 | FORWARD_LEFT: 0.1831 | FORWARD_RIGHT: 0.1373 | BACKWARD: 0.1806 | Selected: FORWARD_RIGHT (prob: 0.1373)
Episode 3 | Step 3 | State: [0.032, 0.032, 0.000, 0.000, 1.000, 0.029, 0.334, 1.000] | Action Distribution: FORWARD: 0.1705 | TURN_LEFT: 0.1516 | TURN_RIGHT: 0.1783 | FORWARD_LEFT: 0.1829 | FORWARD_RIGHT: 0.1356 | BACKWARD: 0.1811 | Selected: TURN_LEFT (prob: 0.1516)
Episode 3 | Step 4 | State: [0.032, 0.032, 0.000, 0.000, 1.000, 0.029, 0.328, 1.000] | Action Distribution: FORWARD: 0.1706 | TURN_LEFT: 0.1515 | TURN_RIGHT: 0.1783 | FORWARD_LEFT: 0.1830 | FORWARD_RIGHT: 0.1356 | BACKWARD: 0.1810 | Selected: TURN_RIGHT (prob: 0.1783)
Episode 3 | Step 5 | State: [0.032, 0.032, 0.000, 0.000, 1.000, 0.029, 0.334, 1.000] | Action Distribution: FORWARD: 0.1705 | TURN_LEFT: 0.1516 | TURN_RIGHT: 0.1783 | FORWARD_LEFT: 0.1829 | FORWARD_RIGHT: 0.1356 | BACKWARD: 0.1811 | Selected: FORWARD_LEFT (prob: 0.1829)
Episode 3 | Step 6 | State: [0.124, 0.032, 0.000, 0.000, 1.000, 0.029, 0.289, 1.000] | Action Distribution: FORWARD: 0.1707 | TURN_LEFT: 0.1508 | TURN_RIGHT: 0.1783 | FORWARD_LEFT: 0.1840 | FORWARD_RIGHT: 0.1357 | BACKWARD: 0.1806 | Selected: BACKWARD (prob: 0.1806)
Episode 3 | Step 7 | State: [0.177, 0.032, 0.000, 0.000, 1.000, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1685 | TURN_LEFT: 0.1548 | TURN_RIGHT: 0.1555 | FORWARD_LEFT: 0.2052 | FORWARD_RIGHT: 0.1437 | BACKWARD: 0.1722 | Selected: FORWARD_LEFT (prob: 0.2052)
Episode 3 | Step 8 | State: [0.133, 0.032, 0.000, 0.000, 1.000, 0.029, 0.289, 1.000] | Action Distribution: FORWARD: 0.1707 | TURN_LEFT: 0.1507 | TURN_RIGHT: 0.1783 | FORWARD_LEFT: 0.1841 | FORWARD_RIGHT: 0.1356 | BACKWARD: 0.1806 | Selected: FORWARD_RIGHT (prob: 0.1356)
Episode 3 | Step 9 | State: [0.091, 0.063, 0.000, 0.000, 1.000, 0.363, 0.289, 1.000] | Action Distribution: FORWARD: 0.1728 | TURN_LEFT: 0.1468 | TURN_RIGHT: 0.1730 | FORWARD_LEFT: 0.1947 | FORWARD_RIGHT: 0.1374 | BACKWARD: 0.1752 | Selected: BACKWARD (prob: 0.1752)
Episode 3 | Step 10 | State: [0.080, 0.032, 0.000, 0.000, 1.000, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1695 | TURN_LEFT: 0.1561 | TURN_RIGHT: 0.1540 | FORWARD_LEFT: 0.2041 | FORWARD_RIGHT: 0.1450 | BACKWARD: 0.1714 | Selected: FORWARD_LEFT (prob: 0.2041)
Episode 4 | Step 1 | State: [0.069, 0.129, 0.000, 0.000, 1.000, 0.662, 0.289, 0.030] | Action Distribution: FORWARD: 0.1703 | TURN_LEFT: 0.1541 | TURN_RIGHT: 0.1366 | FORWARD_LEFT: 0.2239 | FORWARD_RIGHT: 0.1438 | BACKWARD: 0.1712 | Selected: FORWARD_LEFT (prob: 0.2239)
Episode 4 | Step 2 | State: [0.032, 0.295, 0.000, 0.000, 1.000, 1.000, 0.289, 0.030] | Action Distribution: FORWARD: 0.1792 | TURN_LEFT: 0.1474 | TURN_RIGHT: 0.1273 | FORWARD_LEFT: 0.2386 | FORWARD_RIGHT: 0.1445 | BACKWARD: 0.1629 | Selected: FORWARD_LEFT (prob: 0.2386)
Episode 4 | Step 3 | State: [0.032, 0.299, 0.000, 0.000, 1.000, 1.000, 0.289, 0.030] | Action Distribution: FORWARD: 0.1793 | TURN_LEFT: 0.1474 | TURN_RIGHT: 0.1272 | FORWARD_LEFT: 0.2386 | FORWARD_RIGHT: 0.1446 | BACKWARD: 0.1629 | Selected: BACKWARD (prob: 0.1629)
Episode 4 | Step 4 | State: [0.032, 0.479, 0.000, 0.000, 1.000, 0.269, 0.289, 0.030] | Action Distribution: FORWARD: 0.1776 | TURN_LEFT: 0.1532 | TURN_RIGHT: 0.1403 | FORWARD_LEFT: 0.2145 | FORWARD_RIGHT: 0.1461 | BACKWARD: 0.1683 | Selected: BACKWARD (prob: 0.1683)
Episode 4 | Step 5 | State: [0.032, 0.729, 0.000, 0.000, 0.868, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1810 | TURN_LEFT: 0.1550 | TURN_RIGHT: 0.1451 | FORWARD_LEFT: 0.2038 | FORWARD_RIGHT: 0.1456 | BACKWARD: 0.1694 | Selected: FORWARD_RIGHT (prob: 0.1456)
Episode 4 | Step 6 | State: [0.032, 0.339, 0.000, 0.000, 1.000, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1759 | TURN_LEFT: 0.1542 | TURN_RIGHT: 0.1474 | FORWARD_LEFT: 0.2084 | FORWARD_RIGHT: 0.1460 | BACKWARD: 0.1682 | Selected: BACKWARD (prob: 0.1682)
Episode 4 | Step 7 | State: [0.032, 0.242, 0.000, 0.000, 0.718, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1709 | TURN_LEFT: 0.1596 | TURN_RIGHT: 0.1552 | FORWARD_LEFT: 0.1943 | FORWARD_RIGHT: 0.1515 | BACKWARD: 0.1685 | Selected: TURN_RIGHT (prob: 0.1552)
Episode 4 | Step 8 | State: [0.032, 0.100, 0.000, 0.000, 0.681, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1679 | TURN_LEFT: 0.1617 | TURN_RIGHT: 0.1588 | FORWARD_LEFT: 0.1903 | FORWARD_RIGHT: 0.1510 | BACKWARD: 0.1703 | Selected: FORWARD_LEFT (prob: 0.1903)
Episode 4 | Step 9 | State: [0.032, 0.387, 0.000, 0.000, 1.000, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1767 | TURN_LEFT: 0.1540 | TURN_RIGHT: 0.1467 | FORWARD_LEFT: 0.2089 | FORWARD_RIGHT: 0.1460 | BACKWARD: 0.1678 | Selected: FORWARD (prob: 0.1767)
Episode 4 | Step 10 | State: [0.032, 0.318, 0.000, 0.000, 1.000, 0.689, 0.289, 0.030] | Action Distribution: FORWARD: 0.1765 | TURN_LEFT: 0.1521 | TURN_RIGHT: 0.1322 | FORWARD_LEFT: 0.2265 | FORWARD_RIGHT: 0.1455 | BACKWARD: 0.1672 | Selected: BACKWARD (prob: 0.1672)
Episode 5 | Step 1 | State: [0.032, 0.388, 0.000, 0.000, 1.000, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1767 | TURN_LEFT: 0.1539 | TURN_RIGHT: 0.1467 | FORWARD_LEFT: 0.2089 | FORWARD_RIGHT: 0.1460 | BACKWARD: 0.1678 | Selected: TURN_RIGHT (prob: 0.1467)
Episode 5 | Step 2 | State: [0.032, 0.184, 0.000, 0.000, 1.000, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1724 | TURN_LEFT: 0.1549 | TURN_RIGHT: 0.1499 | FORWARD_LEFT: 0.2062 | FORWARD_RIGHT: 0.1466 | BACKWARD: 0.1700 | Selected: BACKWARD (prob: 0.1700)
Episode 5 | Step 3 | State: [0.032, 0.099, 0.000, 0.000, 0.590, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1676 | TURN_LEFT: 0.1631 | TURN_RIGHT: 0.1605 | FORWARD_LEFT: 0.1866 | FORWARD_RIGHT: 0.1522 | BACKWARD: 0.1699 | Selected: TURN_RIGHT (prob: 0.1605)
Episode 5 | Step 4 | State: [0.032, 0.032, 0.000, 0.000, 0.551, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1681 | TURN_LEFT: 0.1639 | TURN_RIGHT: 0.1613 | FORWARD_LEFT: 0.1849 | FORWARD_RIGHT: 0.1516 | BACKWARD: 0.1701 | Selected: BACKWARD (prob: 0.1701)
Episode 5 | Step 5 | State: [0.032, 0.032, 0.000, 0.000, 0.307, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1682 | TURN_LEFT: 0.1663 | TURN_RIGHT: 0.1636 | FORWARD_LEFT: 0.1763 | FORWARD_RIGHT: 0.1559 | BACKWARD: 0.1697 | Selected: BACKWARD (prob: 0.1697)
Episode 5 | Step 6 | State: [0.032, 0.032, 0.000, 0.000, 0.198, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1681 | TURN_LEFT: 0.1670 | TURN_RIGHT: 0.1642 | FORWARD_LEFT: 0.1737 | FORWARD_RIGHT: 0.1578 | BACKWARD: 0.1692 | Selected: BACKWARD (prob: 0.1692)
Episode 5 | Step 7 | State: [0.032, 0.032, 0.000, 0.000, 0.139, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1679 | TURN_LEFT: 0.1672 | TURN_RIGHT: 0.1642 | FORWARD_LEFT: 0.1730 | FORWARD_RIGHT: 0.1590 | BACKWARD: 0.1688 | Selected: TURN_RIGHT (prob: 0.1642)
Episode 5 | Step 8 | State: [0.032, 0.032, 0.000, 0.000, 0.110, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1681 | TURN_LEFT: 0.1673 | TURN_RIGHT: 0.1638 | FORWARD_LEFT: 0.1726 | FORWARD_RIGHT: 0.1595 | BACKWARD: 0.1687 | Selected: TURN_LEFT (prob: 0.1673)
Episode 5 | Step 9 | State: [0.032, 0.032, 0.000, 0.000, 0.138, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1679 | TURN_LEFT: 0.1672 | TURN_RIGHT: 0.1642 | FORWARD_LEFT: 0.1730 | FORWARD_RIGHT: 0.1590 | BACKWARD: 0.1688 | Selected: TURN_RIGHT (prob: 0.1642)
Episode 5 | Step 10 | State: [0.032, 0.032, 0.000, 0.000, 0.109, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1681 | TURN_LEFT: 0.1673 | TURN_RIGHT: 0.1638 | FORWARD_LEFT: 0.1726 | FORWARD_RIGHT: 0.1595 | BACKWARD: 0.1687 | Selected: BACKWARD (prob: 0.1687)
Episode 6 | Step 1 | State: [0.032, 0.032, 0.000, 0.000, 0.087, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1685 | TURN_LEFT: 0.1673 | TURN_RIGHT: 0.1635 | FORWARD_LEFT: 0.1725 | FORWARD_RIGHT: 0.1597 | BACKWARD: 0.1685 | Selected: TURN_RIGHT (prob: 0.1635)
Episode 6 | Step 2 | State: [0.032, 0.032, 0.000, 0.000, 0.067, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1688 | TURN_LEFT: 0.1672 | TURN_RIGHT: 0.1633 | FORWARD_LEFT: 0.1727 | FORWARD_RIGHT: 0.1598 | BACKWARD: 0.1682 | Selected: FORWARD_RIGHT (prob: 0.1598)
Episode 6 | Step 3 | State: [0.032, 0.032, 0.000, 0.000, 0.072, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1688 | TURN_LEFT: 0.1672 | TURN_RIGHT: 0.1633 | FORWARD_LEFT: 0.1726 | FORWARD_RIGHT: 0.1598 | BACKWARD: 0.1683 | Selected: FORWARD (prob: 0.1688)
Episode 6 | Step 4 | State: [0.032, 0.032, 0.000, 0.000, 0.090, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1685 | TURN_LEFT: 0.1673 | TURN_RIGHT: 0.1635 | FORWARD_LEFT: 0.1725 | FORWARD_RIGHT: 0.1597 | BACKWARD: 0.1685 | Selected: TURN_LEFT (prob: 0.1673)
Episode 6 | Step 5 | State: [0.032, 0.032, 0.000, 0.000, 0.096, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1684 | TURN_LEFT: 0.1673 | TURN_RIGHT: 0.1636 | FORWARD_LEFT: 0.1725 | FORWARD_RIGHT: 0.1596 | BACKWARD: 0.1686 | Selected: FORWARD_LEFT (prob: 0.1725)
Episode 6 | Step 6 | State: [0.032, 0.032, 0.000, 0.000, 0.176, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1680 | TURN_LEFT: 0.1671 | TURN_RIGHT: 0.1642 | FORWARD_LEFT: 0.1734 | FORWARD_RIGHT: 0.1582 | BACKWARD: 0.1691 | Selected: FORWARD (prob: 0.1680)
Episode 6 | Step 7 | State: [0.032, 0.032, 0.000, 0.000, 0.333, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1682 | TURN_LEFT: 0.1660 | TURN_RIGHT: 0.1633 | FORWARD_LEFT: 0.1773 | FORWARD_RIGHT: 0.1554 | BACKWARD: 0.1699 | Selected: TURN_RIGHT (prob: 0.1633)
Episode 6 | Step 8 | State: [0.059, 0.032, 0.000, 0.000, 0.250, 0.029, 0.291, 0.125] | Action Distribution: FORWARD: 0.1699 | TURN_LEFT: 0.1668 | TURN_RIGHT: 0.1648 | FORWARD_LEFT: 0.1709 | FORWARD_RIGHT: 0.1577 | BACKWARD: 0.1699 | Selected: FORWARD_LEFT (prob: 0.1709)
Episode 6 | Step 9 | State: [0.053, 0.073, 0.000, 0.000, 0.546, 0.029, 0.289, 0.181] | Action Distribution: FORWARD: 0.1699 | TURN_LEFT: 0.1636 | TURN_RIGHT: 0.1641 | FORWARD_LEFT: 0.1784 | FORWARD_RIGHT: 0.1528 | BACKWARD: 0.1711 | Selected: BACKWARD (prob: 0.1711)
Episode 6 | Step 10 | State: [0.032, 0.032, 0.000, 0.000, 0.305, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1682 | TURN_LEFT: 0.1663 | TURN_RIGHT: 0.1636 | FORWARD_LEFT: 0.1763 | FORWARD_RIGHT: 0.1559 | BACKWARD: 0.1697 | Selected: BACKWARD (prob: 0.1697)
Episode 7 | Step 1 | State: [0.032, 0.032, 0.000, 0.000, 0.162, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1679 | TURN_LEFT: 0.1671 | TURN_RIGHT: 0.1642 | FORWARD_LEFT: 0.1733 | FORWARD_RIGHT: 0.1585 | BACKWARD: 0.1689 | Selected: FORWARD (prob: 0.1679)
Episode 7 | Step 2 | State: [0.032, 0.032, 0.000, 0.000, 0.302, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1682 | TURN_LEFT: 0.1664 | TURN_RIGHT: 0.1636 | FORWARD_LEFT: 0.1762 | FORWARD_RIGHT: 0.1560 | BACKWARD: 0.1697 | Selected: TURN_LEFT (prob: 0.1664)
Episode 7 | Step 3 | State: [0.032, 0.032, 0.000, 0.000, 0.324, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1682 | TURN_LEFT: 0.1661 | TURN_RIGHT: 0.1634 | FORWARD_LEFT: 0.1769 | FORWARD_RIGHT: 0.1555 | BACKWARD: 0.1698 | Selected: TURN_LEFT (prob: 0.1661)
Episode 7 | Step 4 | State: [0.032, 0.139, 0.000, 0.000, 0.343, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1683 | TURN_LEFT: 0.1660 | TURN_RIGHT: 0.1630 | FORWARD_LEFT: 0.1776 | FORWARD_RIGHT: 0.1566 | BACKWARD: 0.1685 | Selected: BACKWARD (prob: 0.1685)
Episode 7 | Step 5 | State: [0.032, 0.032, 0.000, 0.000, 0.215, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1720 | TURN_LEFT: 0.1660 | TURN_RIGHT: 0.1681 | FORWARD_LEFT: 0.1689 | FORWARD_RIGHT: 0.1593 | BACKWARD: 0.1657 | Selected: BACKWARD (prob: 0.1657)
Episode 7 | Step 6 | State: [0.032, 0.032, 0.000, 0.000, 0.149, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1762 | TURN_LEFT: 0.1651 | TURN_RIGHT: 0.1713 | FORWARD_LEFT: 0.1643 | FORWARD_RIGHT: 0.1608 | BACKWARD: 0.1622 | Selected: BACKWARD (prob: 0.1622)
Episode 7 | Step 7 | State: [0.032, 0.032, 0.000, 0.000, 0.106, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.1807 | TURN_LEFT: 0.1639 | TURN_RIGHT: 0.1748 | FORWARD_LEFT: 0.1618 | FORWARD_RIGHT: 0.1601 | BACKWARD: 0.1587 | Selected: BACKWARD (prob: 0.1587)
Episode 7 | Step 8 | State: [0.032, 1.000, 0.000, 0.000, 0.029, 0.047, 0.289, 0.030] | Action Distribution: FORWARD: 0.2036 | TURN_LEFT: 0.1590 | TURN_RIGHT: 0.1623 | FORWARD_LEFT: 0.1737 | FORWARD_RIGHT: 0.1522 | BACKWARD: 0.1491 | Selected: BACKWARD (prob: 0.1491)
Episode 7 | Step 9 | State: [0.032, 1.000, 0.000, 0.000, 0.029, 0.065, 0.289, 0.087] | Action Distribution: FORWARD: 0.2058 | TURN_LEFT: 0.1561 | TURN_RIGHT: 0.1717 | FORWARD_LEFT: 0.1676 | FORWARD_RIGHT: 0.1524 | BACKWARD: 0.1464 | Selected: FORWARD_RIGHT (prob: 0.1524)
Episode 7 | Step 10 | State: [0.032, 1.000, 0.000, 0.000, 0.029, 0.070, 0.289, 0.030] | Action Distribution: FORWARD: 0.2078 | TURN_LEFT: 0.1556 | TURN_RIGHT: 0.1792 | FORWARD_LEFT: 0.1620 | FORWARD_RIGHT: 0.1516 | BACKWARD: 0.1439 | Selected: TURN_RIGHT (prob: 0.1792)
Episode 8 | Step 1 | State: [0.032, 1.000, 0.000, 0.000, 0.029, 0.049, 0.289, 0.030] | Action Distribution: FORWARD: 0.2107 | TURN_LEFT: 0.1552 | TURN_RIGHT: 0.1877 | FORWARD_LEFT: 0.1556 | FORWARD_RIGHT: 0.1495 | BACKWARD: 0.1413 | Selected: TURN_LEFT (prob: 0.1552)
Episode 8 | Step 2 | State: [0.032, 1.000, 0.000, 0.000, 0.029, 0.070, 0.289, 0.030] | Action Distribution: FORWARD: 0.2145 | TURN_LEFT: 0.1544 | TURN_RIGHT: 0.1973 | FORWARD_LEFT: 0.1488 | FORWARD_RIGHT: 0.1470 | BACKWARD: 0.1379 | Selected: FORWARD_LEFT (prob: 0.1488)
Episode 8 | Step 3 | State: [0.032, 1.000, 0.000, 0.000, 0.029, 0.137, 0.289, 0.030] | Action Distribution: FORWARD: 0.2199 | TURN_LEFT: 0.1529 | TURN_RIGHT: 0.2081 | FORWARD_LEFT: 0.1413 | FORWARD_RIGHT: 0.1440 | BACKWARD: 0.1340 | Selected: FORWARD (prob: 0.2199)
Episode 8 | Step 4 | State: [0.032, 1.000, 0.000, 0.000, 0.029, 0.194, 0.338, 0.030] | Action Distribution: FORWARD: 0.2285 | TURN_LEFT: 0.1520 | TURN_RIGHT: 0.2203 | FORWARD_LEFT: 0.1312 | FORWARD_RIGHT: 0.1389 | BACKWARD: 0.1291 | Selected: TURN_RIGHT (prob: 0.2203)
